age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
76,6,28386.76,1,0,2,223271.12,3,6,113710.54,2,815,2,2,0,7,1,1,0,53,45,78,-33,Low Risk,0.57,4.01
18,5,236686.01,2,3,1,48498.27,1,6,172610.74,1,501,3,1,0,9,0,0,1,62,90,64,26,High Risk,1.38,0.73
37,0,243111.44,2,2,3,183315.62,3,3,213923.69,0,848,0,0,0,5,10,1,1,53,70,84,-14,Low Risk,0.82,0.88
55,0,156658.18,4,2,3,100797.83,0,10,51410.98,1,398,2,2,1,9,4,0,4,61,89,72,17,Medium Risk,1.22,0.33
36,0,123106.15,3,1,1,123079.42,0,1,11410.48,0,550,0,1,1,4,3,1,4,40,62,56,6,Medium Risk,1.09,0.09
28,1,152706.58,4,2,3,10576.24,3,5,101646.03,0,358,2,0,1,5,6,1,3,42,65,58,7,Medium Risk,1.1,0.67
59,0,241015.16,3,0,3,45609.89,2,4,235108.93,2,605,0,1,0,1,5,0,3,98,73,68,5,Medium Risk,1.06,0.98
52,6,231293.55,4,3,0,170172.56,1,3,227760.74,2,436,2,2,1,4,1,0,4,85,69,80,-11,Low Risk,0.85,0.98
21,0,190023.67,1,3,3,52998.75,3,4,177499.99,1,415,1,0,0,3,3,1,4,58,72,52,20,Medium Risk,1.36,0.93
78,1,168727.18,3,2,0,70500.31,1,4,25761.89,1,789,2,1,0,2,2,0,1,70,39,87,-48,Low Risk,0.44,0.15
45,0,137808.34,3,0,1,166994.96,0,10,174828.79,2,308,1,0,1,8,4,0,0,5,100,48,52,High Risk,2.04,1.27
47,0,51880.39,1,2,3,29661.21,1,7,187065.22,0,536,0,2,0,7,7,0,0,73,92,34,58,High Risk,2.63,3.61
38,7,56268.25,1,1,3,242862.2,0,4,212226.41,0,384,2,1,0,6,1,1,0,42,100,38,62,High Risk,2.56,3.77
52,0,104524.96,3,3,2,113171.71,0,5,204611.98,0,770,3,2,0,0,10,0,1,72,90,78,12,Medium Risk,1.14,1.96
62,1,201086.98,2,0,1,14412.09,1,10,3661.37,3,745,0,0,1,2,6,1,2,46,50,78,-28,Low Risk,0.63,0.02
69,0,6800.82,2,2,2,6230.04,1,7,64791.89,3,450,2,1,0,4,7,1,4,93,69,44,25,High Risk,1.53,9.53
39,0,167138.22,1,0,1,78460.15,3,9,147869.14,0,752,1,0,0,8,9,0,2,76,67,74,-7,Medium Risk,0.89,0.88
18,0,20402.76,1,1,1,108014.58,0,8,4236.65,2,801,2,0,1,5,0,0,1,9,66,61,5,Medium Risk,1.06,0.21
80,0,97091.51,2,2,0,219029.42,0,2,53019.52,2,780,3,1,0,8,0,1,1,12,54,78,-24,Low Risk,0.68,0.55
59,1,122148.63,3,3,3,145419.05,3,6,226527.95,2,718,2,1,1,3,8,0,2,58,51,85,-34,Low Risk,0.59,1.85
81,0,43320.18,3,1,0,192472.56,3,4,166056.64,0,817,2,2,0,6,4,1,4,80,33,83,-50,Low Risk,0.39,3.83
71,1,143635.06,2,0,0,200799.3,2,4,24860.74,3,800,0,0,0,3,4,1,4,0,18,95,-77,Low Risk,0.19,0.17
39,0,2099.97,3,2,3,41904.15,1,3,52106.26,0,468,1,2,1,8,8,0,4,8,74,43,31,High Risk,1.68,24.8
52,0,969.39,2,3,0,208271.94,3,3,203022.67,2,553,1,1,1,3,3,1,0,5,43,56,-13,Low Risk,0.75,209.22
78,1,86150.58,2,0,1,83787.3,0,4,25275.83,1,485,1,0,1,0,1,1,0,87,58,40,18,Medium Risk,1.41,0.29
75,1,117193.73,3,1,1,67542.54,2,6,84410.94,1,626,2,2,0,3,0,0,1,6,37,70,-33,Low Risk,0.52,0.72
36,0,242004.39,1,1,1,105639.9,1,6,164261.61,3,571,3,1,0,1,3,1,2,27,74,61,13,Medium Risk,1.19,0.68
38,0,147548.6,3,3,0,14059.59,2,7,204622.23,2,306,3,0,0,5,0,0,2,61,69,63,6,Medium Risk,1.08,1.39
39,0,172294.86,2,0,2,150841.71,1,6,79321.25,0,784,0,1,0,6,1,0,3,50,61,77,-16,Low Risk,0.78,0.46
42,1,226670.62,2,0,2,145133.93,2,8,192011.28,1,520,0,0,0,9,7,0,1,98,81,67,14,Medium Risk,1.19,0.85
49,0,78183.54,4,0,0,5250.17,0,3,161067.73,3,454,0,2,0,6,4,0,3,16,94,47,47,High Risk,1.96,2.06
61,0,62914.37,3,2,1,209276.92,0,9,207751.83,0,580,0,1,0,9,0,0,4,41,100,50,50,High Risk,1.96,3.3
76,0,173671.26,3,2,2,126951.32,3,10,141585.73,1,604,0,0,1,8,8,0,3,99,66,73,-7,Medium Risk,0.89,0.82
31,0,197187.69,1,1,1,86490.19,0,2,85044.47,1,420,1,0,1,4,3,0,2,60,77,40,37,High Risk,1.88,0.43
72,5,25656.46,1,2,0,160051.76,3,4,232843.12,0,799,2,2,1,3,7,0,0,34,51,63,-12,Low Risk,0.8,9.08
19,1,65589.3,1,1,1,100792.15,3,1,147600.98,0,407,2,0,0,7,10,0,2,39,80,42,38,High Risk,1.86,2.25
84,1,150818.26,1,0,3,243481.5,0,1,40385.88,0,801,0,1,0,9,7,0,4,12,65,83,-18,Low Risk,0.77,0.27
37,1,66266.05,4,3,0,62995.85,3,1,201637.8,2,439,2,0,1,4,6,0,0,42,60,54,6,Medium Risk,1.09,3.04
73,1,110547.93,4,0,2,105375.92,0,2,110177.46,0,722,3,2,1,0,4,1,2,78,60,74,-14,Low Risk,0.8,1.0
33,6,161765.41,2,1,1,39974.6,1,3,245514.52,2,575,0,2,1,7,5,1,1,96,79,57,22,High Risk,1.36,1.52
29,0,87744.07,4,1,1,182841.56,3,7,166192.44,3,473,1,2,1,6,8,1,4,68,65,68,-3,Medium Risk,0.94,1.89
69,6,125043.97,2,1,1,114239.75,0,5,118916.03,1,324,1,1,0,6,7,0,2,92,95,53,42,High Risk,1.76,0.95
64,0,10220.87,1,2,3,57893.72,2,10,481.29,3,652,1,0,1,1,0,0,2,62,46,59,-13,Low Risk,0.77,0.05
83,2,208735.34,4,3,3,220801.97,2,2,177971.24,2,340,3,2,1,3,2,0,0,0,62,83,-21,Low Risk,0.74,0.85
44,0,88471.38,4,1,0,127704.56,1,1,144391.12,2,439,2,2,0,2,4,1,1,31,69,55,14,Medium Risk,1.23,1.63
57,1,148160.65,4,0,1,233817.1,0,5,155094.09,1,449,3,0,0,7,9,1,1,30,92,60,32,High Risk,1.51,1.05
67,1,26895.23,1,1,2,27145.03,2,1,244004.86,0,308,1,1,1,3,10,0,0,84,70,33,37,High Risk,2.06,9.07
30,0,236906.98,3,1,2,242482.6,2,5,80165.13,2,525,0,0,0,6,0,0,0,57,61,70,-9,Medium Risk,0.86,0.34
81,0,149914.78,2,3,1,100546.47,2,2,151381.89,1,775,1,2,1,1,5,0,1,89,42,84,-42,Low Risk,0.49,1.01
56,4,36101.82,2,1,3,79175.77,0,7,119190.27,0,438,2,2,0,0,6,0,3,84,97,34,63,High Risk,2.77,3.3
56,1,134844.61,1,0,0,13091.26,0,5,98260.48,3,416,0,0,0,0,8,0,4,76,86,34,52,High Risk,2.46,0.73
42,0,206427.2,3,1,3,168233.34,1,8,91324.89,0,630,2,1,0,7,5,0,1,84,66,72,-6,Medium Risk,0.9,0.44
62,0,43390.3,3,1,2,41685.72,0,8,198428.27,0,574,2,0,1,0,1,1,1,45,83,33,50,High Risk,2.44,4.57
20,0,8748.75,3,3,2,191181.22,3,3,190382.52,3,398,1,1,1,5,9,0,0,68,80,51,29,High Risk,1.54,21.76
42,0,127503.47,4,3,1,94236.82,1,5,160609.94,2,775,3,1,0,5,5,0,1,70,64,87,-23,Low Risk,0.73,1.26
34,0,166780.27,2,2,3,71564.13,1,7,169451.17,0,625,0,2,1,4,6,0,1,6,82,55,27,High Risk,1.46,1.02
74,1,35180.28,1,3,2,76506.91,2,8,213433.51,2,707,1,1,1,10,4,0,2,99,45,74,-29,Low Risk,0.6,6.07
48,1,192911.02,3,2,0,239300.26,0,7,33168.97,1,724,2,0,0,5,10,0,4,2,63,77,-14,Low Risk,0.81,0.17
43,0,64338.75,3,2,2,160228.0,1,7,119326.26,2,363,3,0,1,6,3,0,4,30,78,55,23,High Risk,1.39,1.85
30,1,234066.12,4,0,1,88803.3,2,1,38655.25,2,540,3,1,1,6,2,0,4,50,45,81,-36,Low Risk,0.55,0.17
80,1,43788.98,3,0,3,109951.83,2,8,143133.15,0,844,2,0,0,1,6,1,4,92,53,74,-21,Low Risk,0.71,3.27
49,0,184361.19,3,0,2,215644.55,0,1,84435.44,1,832,2,0,0,9,2,1,3,67,68,84,-16,Low Risk,0.8,0.46
27,1,142647.79,2,2,0,224781.17,0,8,77716.35,1,445,3,1,1,1,10,0,3,55,92,49,43,High Risk,1.84,0.54
47,1,84068.27,2,3,0,156300.61,1,10,216395.43,2,546,2,1,0,2,3,1,3,47,70,55,15,Medium Risk,1.25,2.57
23,0,125282.57,4,1,3,142029.28,2,1,115296.29,2,639,1,1,0,6,1,0,0,76,67,63,4,Medium Risk,1.05,0.92
71,0,51324.26,3,2,0,137870.08,1,1,79809.0,1,342,1,1,0,2,9,0,2,56,82,50,32,High Risk,1.61,1.55
60,7,199087.73,1,0,3,85686.84,2,2,25624.51,1,833,0,2,1,7,3,0,4,5,33,92,-59,Low Risk,0.35,0.13
22,0,124798.68,3,3,2,237948.43,1,7,147912.69,0,411,2,1,1,7,5,0,3,86,76,61,15,Medium Risk,1.23,1.19
47,0,174466.61,3,2,0,160002.03,3,5,27952.13,1,664,2,1,1,1,5,0,4,47,33,79,-46,Low Risk,0.41,0.16
37,0,70652.32,4,0,0,173285.54,2,5,46442.95,1,683,2,1,0,6,10,0,4,78,42,74,-32,Low Risk,0.56,0.66
69,0,148203.42,2,2,0,176441.45,1,5,46412.07,3,330,0,2,1,2,9,0,1,17,65,64,1,Medium Risk,1.0,0.31
64,1,158462.71,4,2,1,120867.25,3,9,64993.16,0,530,3,2,1,10,3,1,3,33,46,83,-37,Low Risk,0.55,0.41
74,4,64587.75,3,3,1,51122.15,3,4,116743.12,0,784,1,2,1,3,7,1,1,71,35,84,-49,Low Risk,0.41,1.81
76,0,5650.04,3,0,0,221154.75,3,2,109053.84,3,574,3,1,1,1,8,0,3,79,53,58,-5,Medium Risk,0.9,19.3
63,0,86602.06,3,1,2,239380.09,2,4,30187.12,3,508,1,0,0,4,8,0,2,25,48,67,-19,Low Risk,0.71,0.35
39,1,126773.82,3,0,0,69003.3,1,3,231696.12,2,841,0,2,0,10,6,1,2,45,64,84,-20,Low Risk,0.75,1.83
38,1,92737.94,2,2,0,243478.09,0,3,169779.08,2,787,1,0,0,7,0,1,0,31,67,60,7,Medium Risk,1.1,1.83
58,0,108670.83,3,1,3,98760.72,3,8,132613.36,3,655,1,1,1,7,5,1,2,10,43,79,-36,Low Risk,0.54,1.22
30,0,32637.67,1,2,2,175830.43,2,6,13797.66,2,352,1,2,1,9,7,0,0,63,60,49,11,Medium Risk,1.2,0.42
64,0,130946.4,1,0,3,64531.85,3,2,93415.64,2,820,1,1,1,4,1,0,4,18,33,78,-45,Low Risk,0.42,0.71
75,0,151373.93,3,2,3,191643.02,3,9,204952.48,1,342,2,0,0,2,4,0,0,79,92,60,32,High Risk,1.51,1.35
57,0,220912.74,3,3,2,3272.17,1,3,67541.69,1,608,0,0,0,3,4,0,4,35,59,65,-6,Medium Risk,0.89,0.31
66,7,3257.26,4,3,0,83303.53,1,10,168056.43,2,529,0,1,1,8,7,0,3,76,69,60,9,Medium Risk,1.13,51.58
74,1,186712.74,1,3,0,51905.36,3,1,36405.82,0,556,1,2,1,4,0,1,2,70,16,73,-57,Low Risk,0.22,0.19
36,1,1597.19,3,1,3,237950.44,0,4,131182.96,0,551,0,0,0,4,6,1,1,48,82,36,46,High Risk,2.22,82.08
34,1,213365.97,4,2,2,131930.16,1,2,221538.65,3,723,0,0,1,7,4,0,3,95,76,79,-3,Medium Risk,0.95,1.04
57,1,39298.19,1,1,3,25667.22,1,6,176508.54,2,691,3,1,1,5,10,0,4,4,61,51,10,Medium Risk,1.17,4.49
85,1,238556.74,1,3,0,207353.06,1,7,122822.95,2,503,0,2,1,7,7,1,2,33,47,80,-33,Low Risk,0.58,0.51
45,2,39333.47,1,1,0,89222.99,3,5,102893.99,3,330,1,0,1,8,2,1,2,64,48,50,-2,Medium Risk,0.94,2.62
85,1,91263.03,1,0,2,60935.45,1,7,178038.48,0,597,1,0,1,7,1,0,2,93,63,42,21,High Risk,1.47,1.95
41,0,142733.77,4,3,3,66070.9,0,6,74146.54,3,461,0,1,1,6,1,0,4,34,76,63,13,Medium Risk,1.19,0.52
56,7,45500.69,2,3,0,126648.26,0,2,157264.65,2,475,2,1,0,8,3,1,0,29,80,45,35,High Risk,1.74,3.46
24,1,107630.09,4,2,0,106139.1,2,5,166638.13,0,833,1,2,1,4,8,0,2,100,56,86,-30,Low Risk,0.64,1.55
71,0,12157.35,4,2,0,142731.92,1,6,184699.0,1,776,1,0,0,1,4,1,1,63,57,65,-8,Medium Risk,0.86,15.19
60,1,107065.11,3,0,1,193304.91,3,8,58828.15,3,662,2,0,0,1,1,1,4,83,50,73,-23,Low Risk,0.68,0.55
81,1,203593.34,4,0,1,105979.63,1,7,60127.73,0,693,2,2,1,0,4,0,1,100,49,83,-34,Low Risk,0.58,0.3
73,0,98346.4,4,1,1,112079.53,1,9,200064.21,2,849,1,1,0,9,4,1,4,35,66,88,-22,Low Risk,0.74,2.03
18,1,20329.69,1,0,1,214807.47,2,6,11439.0,0,837,0,0,1,4,4,1,1,29,32,69,-37,Low Risk,0.46,0.56
39,0,108897.87,2,3,1,48391.32,3,3,247938.09,2,428,1,1,1,9,7,1,0,71,62,62,0,Medium Risk,0.98,2.28
22,1,205383.75,1,2,3,145461.5,1,2,212382.28,0,669,2,0,1,4,7,0,3,93,84,58,26,High Risk,1.42,1.03
81,0,9678.41,2,1,0,17365.89,3,1,16294.35,1,767,1,2,1,6,7,1,1,26,12,69,-57,Low Risk,0.17,1.68
29,0,109118.16,1,1,0,51844.95,0,8,195803.83,1,339,1,2,0,1,4,0,2,2,100,37,63,High Risk,2.63,1.79
75,1,100392.49,3,0,3,144810.41,0,3,49252.24,0,423,0,0,0,0,1,0,2,13,77,46,31,High Risk,1.64,0.49
66,0,82928.74,4,2,1,117750.84,2,5,136947.46,3,422,2,0,0,0,4,0,0,79,70,58,12,Medium Risk,1.19,1.65
61,0,227911.59,3,0,1,221573.33,1,3,129492.34,0,513,3,2,0,2,2,1,1,26,71,71,0,Medium Risk,0.99,0.57
82,1,176576.75,2,2,2,245831.72,2,5,22993.8,0,774,1,2,1,5,6,0,4,96,26,96,-70,Low Risk,0.27,0.13
32,0,235833.92,2,1,0,3092.11,0,7,92384.88,2,328,3,1,1,2,10,0,3,98,84,52,32,High Risk,1.58,0.39
28,1,149904.74,1,0,3,7511.65,1,7,113475.58,0,849,1,0,1,2,7,1,1,19,58,61,-3,Medium Risk,0.94,0.76
51,0,24669.5,2,3,0,30824.41,2,5,147624.98,2,599,3,0,1,1,5,1,0,92,37,49,-12,Low Risk,0.74,5.98
67,0,55409.42,2,1,0,86972.64,1,1,97307.62,1,674,2,1,1,8,6,1,3,85,38,66,-28,Low Risk,0.57,1.76
27,1,126957.33,2,3,2,67022.45,2,1,183233.13,2,689,3,0,1,10,1,1,4,8,48,78,-30,Low Risk,0.61,1.44
78,0,175266.44,1,1,2,232493.41,0,7,216614.04,0,539,1,0,1,10,9,0,0,34,87,48,39,High Risk,1.78,1.24
58,0,173337.47,4,2,2,202036.99,2,4,57504.44,0,473,2,2,1,0,8,1,0,79,57,75,-18,Low Risk,0.75,0.33
38,1,88704.72,1,0,1,6287.53,2,6,224450.6,0,699,2,1,0,3,6,1,3,79,62,51,11,Medium Risk,1.19,2.53
62,0,224659.76,1,2,1,117833.64,1,9,208775.24,3,578,0,0,0,8,5,1,4,3,92,63,29,High Risk,1.44,0.93
57,1,210030.65,2,3,0,169195.67,2,5,39326.19,3,418,1,1,1,5,2,1,0,11,18,85,-67,Low Risk,0.21,0.19
27,1,11573.95,2,2,1,108944.5,0,4,227404.19,0,456,3,1,0,8,9,1,0,52,100,36,64,High Risk,2.7,19.65
39,0,210172.75,4,3,3,80085.71,2,8,241845.29,2,631,1,1,0,8,5,0,4,4,66,87,-21,Low Risk,0.75,1.15
23,0,51461.34,1,3,3,138660.32,0,9,64650.69,2,481,0,1,1,1,2,0,4,26,93,38,55,High Risk,2.38,1.26
70,1,240064.75,1,1,1,84316.41,0,3,175871.92,1,732,1,1,0,4,4,1,3,73,65,68,-3,Medium Risk,0.94,0.73
84,0,210168.96,1,0,1,114114.21,1,7,50787.56,0,305,3,1,0,10,8,1,3,20,73,72,1,Medium Risk,1.0,0.24
38,0,61292.34,2,1,2,85530.07,2,4,219199.54,1,494,0,2,1,2,1,0,1,0,72,50,22,High Risk,1.41,3.58
37,1,5212.6,1,1,3,192527.08,1,3,133768.2,2,534,2,1,1,0,7,0,0,74,66,34,32,High Risk,1.89,25.66
84,0,150370.19,1,0,0,84573.75,0,2,144312.56,2,486,3,1,1,2,1,1,1,92,69,55,14,Medium Risk,1.23,0.96
45,0,11729.44,3,0,2,246136.14,3,6,162134.18,2,719,0,2,1,7,0,0,0,2,55,67,-12,Low Risk,0.81,13.82
57,1,227109.48,1,0,3,98766.56,2,10,142154.11,1,339,3,1,0,9,8,1,4,18,74,71,3,Medium Risk,1.03,0.63
52,0,61778.56,1,3,2,30840.86,3,6,237233.73,0,650,0,0,0,9,3,1,4,69,58,59,-1,Medium Risk,0.97,3.84
26,3,37679.39,4,1,2,244973.02,1,10,84583.69,3,453,0,2,1,5,3,1,4,83,74,57,17,Medium Risk,1.28,2.24
50,1,4016.49,3,1,0,161757.61,3,5,184414.35,2,510,3,2,1,4,4,1,1,49,34,64,-30,Low Risk,0.52,45.9
62,0,92070.84,1,3,1,70520.43,3,4,138850.5,3,786,0,1,0,0,7,0,4,7,56,73,-17,Low Risk,0.76,1.51
43,0,247153.63,3,1,0,59226.09,0,5,105030.35,3,594,2,1,0,9,5,0,4,75,76,67,9,Medium Risk,1.12,0.42
45,1,28700.91,1,2,0,121118.59,0,1,249698.46,1,542,0,1,0,9,9,0,3,19,100,35,65,High Risk,2.78,8.7
31,0,239482.03,4,0,2,76600.59,2,6,43914.35,3,430,2,0,1,5,10,0,1,60,56,78,-22,Low Risk,0.71,0.18
49,0,206072.24,1,1,0,208592.85,2,6,123445.83,0,804,0,1,0,0,3,0,3,26,47,86,-39,Low Risk,0.54,0.6
75,0,31114.51,1,2,3,38133.14,0,2,225151.08,3,304,0,0,1,7,8,1,2,88,100,36,64,High Risk,2.7,7.24
80,1,246660.53,1,3,1,11327.27,3,2,112658.71,0,561,2,2,0,3,7,1,3,66,48,63,-15,Low Risk,0.75,0.46
55,7,70159.67,4,3,3,120128.01,3,7,186784.34,3,379,2,0,1,10,8,1,0,36,65,72,-7,Medium Risk,0.89,2.66
85,1,217619.38,3,2,0,55495.23,0,10,200088.58,3,406,3,0,0,5,8,1,1,15,98,64,34,High Risk,1.51,0.92
26,1,99839.02,1,2,0,19615.53,0,4,28119.27,0,653,0,1,1,9,9,0,3,0,66,45,21,High Risk,1.43,0.28
65,0,96312.53,2,3,1,237415.66,1,9,126964.98,2,339,0,2,1,4,5,0,1,74,72,62,10,Medium Risk,1.14,1.32
29,0,150790.23,1,0,3,55993.1,3,9,222698.94,1,828,0,2,0,1,2,1,4,79,77,75,2,Medium Risk,1.01,1.48
67,1,119533.22,2,2,0,98681.59,2,4,93211.58,3,323,0,2,1,4,9,0,4,53,53,65,-12,Low Risk,0.8,0.78
37,0,220129.77,1,2,0,191213.82,1,2,170456.0,0,733,3,2,1,3,10,1,1,76,59,76,-17,Low Risk,0.77,0.77
38,0,117504.98,1,0,0,236193.07,3,3,2457.78,0,631,1,2,1,8,5,1,4,49,20,76,-56,Low Risk,0.26,0.02
45,0,236941.18,4,1,1,180498.32,1,10,109295.57,3,330,2,1,1,1,7,0,1,27,86,70,16,Medium Risk,1.21,0.46
26,1,29031.72,1,0,0,47756.62,1,10,11898.24,3,642,3,0,1,8,2,0,3,75,47,47,0,Medium Risk,0.98,0.41
80,0,157541.05,4,2,3,192795.5,1,9,50888.29,1,493,0,2,0,9,5,0,4,71,83,76,7,Medium Risk,1.08,0.32
49,0,132250.46,4,1,1,119305.76,3,3,70711.54,1,425,3,1,1,7,9,0,0,42,54,66,-12,Low Risk,0.81,0.53
32,0,11303.36,4,3,2,35360.14,0,4,119642.08,1,506,2,1,0,8,10,1,1,38,90,47,43,High Risk,1.88,10.58
57,0,168711.49,1,2,3,159270.3,1,1,61631.9,1,693,2,0,1,5,8,1,0,32,59,66,-7,Medium Risk,0.88,0.37
21,1,135242.58,2,1,1,83493.7,2,8,213248.59,3,397,2,0,0,6,2,1,0,21,85,52,33,High Risk,1.6,1.58
54,1,195607.99,1,3,1,23710.32,3,6,178753.69,3,620,1,1,0,8,3,0,0,100,51,68,-17,Low Risk,0.74,0.91
48,0,27652.02,1,0,2,244659.08,3,7,113321.56,3,825,3,2,1,4,3,1,1,0,37,85,-48,Low Risk,0.43,4.1
29,0,118579.43,4,1,3,115938.91,1,3,213645.04,2,585,0,0,1,3,6,1,0,55,79,51,28,High Risk,1.52,1.8
42,1,11500.67,4,0,1,71107.81,2,9,120390.0,2,586,2,2,1,9,2,0,0,40,59,57,2,Medium Risk,1.02,10.47
80,1,81410.69,2,2,1,249009.5,3,7,153443.66,2,717,1,0,0,4,2,0,2,45,54,72,-18,Low Risk,0.74,1.88
39,1,107104.82,1,3,1,200038.36,0,1,135671.21,0,650,0,2,0,6,5,0,1,94,82,60,22,High Risk,1.34,1.27
36,2,179134.42,1,2,2,53590.35,0,6,108132.49,0,540,1,1,0,9,5,0,4,52,96,47,49,High Risk,2.0,0.6
43,0,115174.56,2,3,0,8707.23,3,9,62855.38,0,497,2,2,0,8,8,1,1,5,52,63,-11,Low Risk,0.81,0.55
23,1,97522.48,3,2,0,224351.69,2,6,208976.72,3,839,3,1,1,9,8,1,0,87,55,91,-36,Low Risk,0.6,2.14
69,0,210729.17,1,0,3,143611.01,0,9,196416.87,2,756,3,2,1,10,4,0,4,3,76,88,-12,Low Risk,0.85,0.93
29,5,160800.42,4,1,1,117099.67,0,10,153490.86,3,602,3,0,1,3,2,1,1,12,85,67,18,Medium Risk,1.25,0.95
75,1,84064.84,4,0,3,181799.25,2,5,52461.49,1,452,0,2,0,10,9,1,1,53,57,69,-12,Low Risk,0.81,0.62
77,0,92355.45,1,3,1,246346.86,1,4,62045.21,3,651,1,1,1,5,3,0,4,84,44,70,-26,Low Risk,0.62,0.67
44,0,2340.83,3,2,3,66774.82,0,3,56736.34,3,753,1,1,1,7,7,0,1,64,68,63,5,Medium Risk,1.06,24.23
36,0,111293.78,1,1,1,212936.63,3,10,83510.06,2,792,1,2,0,9,6,0,2,91,52,84,-32,Low Risk,0.61,0.75
36,1,249106.15,3,0,2,97745.9,2,7,168880.53,2,795,0,2,1,10,3,0,1,53,48,94,-46,Low Risk,0.51,0.68
41,1,206563.39,1,0,2,166677.93,1,5,7441.07,3,720,2,0,0,8,3,0,1,21,48,86,-38,Low Risk,0.55,0.04
82,1,217346.06,4,3,0,243145.3,0,7,117067.37,2,576,3,0,0,1,10,0,4,83,78,74,4,Medium Risk,1.04,0.54
40,0,237143.43,4,2,1,210407.51,3,4,103717.82,1,649,1,1,0,4,10,0,2,76,68,80,-12,Low Risk,0.84,0.44
50,0,124280.71,3,3,2,62673.58,2,3,39135.19,2,546,1,0,1,4,8,1,1,84,33,75,-42,Low Risk,0.43,0.31
83,0,72353.97,2,1,1,109669.59,3,8,160942.78,0,787,1,2,1,9,6,1,2,6,44,84,-40,Low Risk,0.52,2.22
53,0,142724.51,4,1,0,77532.31,3,6,30672.96,0,407,3,1,1,2,3,0,0,33,32,62,-30,Low Risk,0.51,0.21
71,1,49973.46,4,0,3,200720.72,0,4,153501.41,3,515,2,0,0,8,4,1,3,49,79,56,23,High Risk,1.39,3.07
56,0,37797.4,4,3,0,158517.9,1,7,128521.82,3,618,2,2,1,9,3,1,0,98,39,72,-33,Low Risk,0.53,3.4
45,1,114633.0,3,1,3,79330.43,3,3,163834.26,3,644,3,1,0,5,9,1,1,44,55,70,-15,Low Risk,0.77,1.43
64,0,21389.0,4,2,2,247983.88,1,4,88246.77,2,527,1,2,1,9,3,1,2,42,54,64,-10,Low Risk,0.83,4.13
44,0,249181.94,3,2,3,221288.42,3,5,1400.37,2,589,3,2,0,2,1,0,1,48,56,83,-27,Low Risk,0.67,0.01
39,1,58270.13,4,0,1,243478.61,1,6,211853.61,1,366,0,2,1,6,5,0,1,83,85,58,27,High Risk,1.44,3.64
74,1,178601.89,1,0,2,226698.28,3,4,109930.4,3,537,0,1,0,2,6,0,3,99,67,65,2,Medium Risk,1.02,0.62
48,0,104350.5,1,2,3,31929.09,3,9,231558.44,0,845,2,0,1,3,5,1,0,41,58,67,-9,Medium Risk,0.85,2.22
57,1,73827.3,2,2,1,2288.17,0,3,80358.97,0,344,1,0,0,3,8,1,3,47,87,27,60,High Risk,3.11,1.09
37,0,71284.79,4,2,3,64776.37,2,3,221569.73,3,408,3,2,1,9,8,0,0,35,79,66,13,Medium Risk,1.18,3.11
77,1,10629.52,2,1,0,77752.91,0,9,128383.69,1,646,3,2,1,8,10,1,4,27,61,57,4,Medium Risk,1.05,12.08
57,0,116503.35,1,2,2,214181.84,0,7,23757.41,2,492,3,2,0,10,10,0,1,30,85,65,20,Medium Risk,1.29,0.2
30,1,57150.2,3,2,0,141393.35,3,8,215686.05,2,384,2,1,1,10,1,1,4,61,71,65,6,Medium Risk,1.08,3.77
32,1,197162.79,4,1,0,132964.5,2,8,188977.41,3,744,2,1,1,0,8,0,2,32,58,84,-26,Low Risk,0.68,0.96
68,5,160208.88,3,1,3,31015.59,1,2,160835.31,1,501,3,1,0,1,6,0,1,54,83,55,28,High Risk,1.48,1.0
25,0,107003.99,2,0,1,118822.23,0,4,43468.1,0,522,0,2,1,10,3,0,2,27,74,50,24,High Risk,1.45,0.41
33,1,240052.23,2,1,0,76742.52,3,1,64676.03,0,619,1,2,0,1,10,0,1,91,54,64,-10,Low Risk,0.83,0.27
75,1,187307.84,1,1,1,4737.54,1,4,139198.41,0,694,1,2,1,4,8,1,3,62,48,61,-13,Low Risk,0.77,0.74
57,1,72689.75,1,1,3,16341.27,1,4,56185.94,0,542,2,1,1,0,8,1,1,93,53,38,15,Medium Risk,1.36,0.77
18,1,182813.73,3,3,0,51774.59,0,6,29619.78,3,645,2,2,1,10,6,0,3,94,56,77,-21,Low Risk,0.72,0.16
22,0,71309.87,3,1,2,190195.62,2,9,161709.62,2,536,2,0,0,10,4,0,1,79,82,58,24,High Risk,1.39,2.27
45,1,222914.05,1,0,1,207492.49,0,1,4117.24,0,573,3,2,0,6,1,1,2,77,68,65,3,Medium Risk,1.03,0.02
84,1,24781.64,1,1,3,68680.9,2,8,238239.03,1,458,0,0,0,2,4,0,3,45,80,41,39,High Risk,1.9,9.61
42,0,203643.16,2,2,0,58715.64,2,6,44025.06,1,387,0,0,0,7,3,1,0,62,50,62,-12,Low Risk,0.79,0.22
26,7,141865.96,3,3,2,207689.66,0,2,228566.71,0,682,2,0,1,6,0,1,4,32,82,66,16,Medium Risk,1.22,1.61
