age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
48,3,199175.5,4,1,2,8748.37,3,6,105865.94,2,468,2,1,0,2,6,1,4,51,69,63,6,Medium Risk,1.08,0.53
22,0,76568.14,2,3,1,24977.02,2,3,202209.02,3,319,1,1,1,7,8,0,0,100,85,51,34,High Risk,1.63,2.64
49,0,16225.08,3,2,2,240692.67,1,8,175213.59,2,490,1,1,1,3,0,0,1,94,87,47,40,High Risk,1.81,10.8
76,0,37840.59,1,2,0,130433.41,3,9,11404.05,1,618,3,1,0,7,3,0,4,68,41,64,-23,Low Risk,0.63,0.3
66,0,138090.69,3,0,2,68907.3,3,8,37660.85,0,615,0,2,0,3,10,1,3,37,51,68,-17,Low Risk,0.74,0.27
42,0,233982.57,2,3,3,39131.41,1,6,191777.58,3,843,3,2,0,8,9,1,3,53,65,99,-34,Low Risk,0.65,0.82
62,0,71704.15,4,3,2,185958.53,3,8,79412.6,1,715,2,2,0,10,4,1,1,30,37,89,-52,Low Risk,0.41,1.11
65,0,246767.53,1,2,0,226881.19,1,7,141003.52,1,697,1,2,0,2,5,1,4,79,58,75,-17,Low Risk,0.76,0.57
24,0,91088.81,2,3,2,172607.03,0,4,188507.85,2,714,2,2,1,7,8,0,0,45,88,62,26,High Risk,1.4,2.07
69,1,224723.41,1,3,2,15100.96,2,1,98002.92,1,582,1,1,1,0,8,1,3,52,43,65,-22,Low Risk,0.65,0.44
38,0,66569.77,4,2,1,161509.68,3,10,237813.51,1,525,3,2,0,1,6,0,4,83,93,60,33,High Risk,1.52,3.57
58,1,119843.16,2,1,1,227101.77,1,4,191329.34,0,641,0,0,1,5,3,0,4,55,58,55,3,Medium Risk,1.04,1.6
35,0,102743.06,3,3,1,79975.89,0,7,221312.82,3,524,2,2,0,8,0,1,2,40,88,65,23,High Risk,1.33,2.15
73,1,204856.79,4,3,3,46600.82,3,5,102917.91,3,478,1,2,1,6,9,1,3,32,46,89,-43,Low Risk,0.51,0.5
54,0,173971.98,4,3,1,101467.2,1,2,125290.67,1,412,1,2,1,2,0,1,2,55,61,71,-10,Low Risk,0.85,0.72
72,1,196034.77,2,2,3,49852.78,3,10,83299.81,2,427,1,1,1,5,7,1,0,63,52,62,-10,Low Risk,0.83,0.42
20,1,148047.74,4,3,2,91609.3,2,6,143982.14,1,643,0,0,1,8,1,1,2,23,48,73,-25,Low Risk,0.65,0.97
72,0,195163.27,2,3,1,82302.45,0,4,143899.03,2,376,2,2,1,7,5,1,1,12,72,70,2,Medium Risk,1.01,0.74
31,0,217686.04,2,1,3,3296.77,1,3,138240.01,1,346,2,1,0,9,4,1,3,16,78,54,24,High Risk,1.42,0.64
50,1,249713.54,4,1,3,44079.68,1,5,126763.33,3,524,0,0,0,1,0,0,4,72,72,60,12,Medium Risk,1.18,0.51
73,0,38044.3,4,3,1,205573.21,0,6,211351.55,2,387,0,0,0,1,5,0,3,49,100,49,51,High Risk,2.0,5.56
62,7,131163.43,1,0,2,166098.13,0,6,59991.45,2,307,1,2,0,2,8,0,2,26,100,50,50,High Risk,1.96,0.46
79,0,105009.87,2,1,2,136710.66,0,1,137961.99,3,658,1,2,0,8,9,0,2,48,84,69,15,Medium Risk,1.2,1.31
36,7,69265.16,1,0,1,185377.36,3,10,200939.16,3,600,1,0,0,7,7,1,1,15,78,57,21,High Risk,1.34,2.9
33,1,114872.31,2,1,2,15266.53,2,10,44054.31,1,427,2,1,0,7,9,1,0,25,58,53,5,Medium Risk,1.07,0.38
81,0,11599.46,3,3,2,167100.13,3,8,97718.62,0,319,2,1,0,9,1,0,0,85,58,59,-1,Medium Risk,0.97,8.42
18,1,124849.19,1,1,1,128797.87,0,9,191450.73,2,762,1,0,1,4,8,1,3,1,83,63,20,Medium Risk,1.3,1.53
56,1,212440.78,4,2,1,88894.98,3,6,27925.05,0,810,1,2,0,6,4,1,1,64,27,100,-73,Low Risk,0.27,0.13
39,0,33944.9,1,3,3,99408.09,0,1,81437.7,2,320,1,0,0,8,8,1,3,20,90,37,53,High Risk,2.37,2.4
84,1,203466.31,4,1,2,163624.12,1,8,168568.09,0,662,2,0,1,10,8,1,1,55,61,85,-24,Low Risk,0.71,0.83
38,1,63596.46,2,3,3,10109.28,1,2,77527.85,0,616,3,1,0,2,3,0,3,87,58,47,11,Medium Risk,1.21,1.22
38,1,98623.33,2,3,1,162664.03,1,7,146628.13,3,350,2,0,0,2,2,0,3,4,79,54,25,High Risk,1.44,1.49
40,0,201571.21,2,1,3,41457.72,1,1,137097.95,1,398,2,2,0,0,9,1,3,10,88,52,36,High Risk,1.66,0.68
45,0,215686.99,2,1,0,157200.72,3,7,161204.76,1,626,0,2,1,3,9,1,0,94,46,68,-22,Low Risk,0.67,0.75
24,6,208543.35,2,0,3,237484.29,2,3,20423.79,3,612,1,1,0,2,2,1,4,32,55,79,-24,Low Risk,0.69,0.1
77,1,216385.37,1,2,3,117844.75,2,6,129106.39,2,713,1,2,1,5,3,1,3,73,34,93,-59,Low Risk,0.36,0.6
68,1,197515.03,4,1,1,123880.45,2,8,114602.39,0,774,0,2,0,10,0,1,3,94,44,98,-54,Low Risk,0.44,0.58
63,1,21192.4,2,1,0,131556.31,1,10,139211.0,0,507,1,2,1,3,7,0,2,77,59,42,17,Medium Risk,1.37,6.57
69,0,89351.4,3,2,3,27652.05,2,1,188030.24,0,356,0,2,0,6,7,1,0,65,81,49,32,High Risk,1.62,2.1
47,1,39328.56,3,0,2,196820.14,1,5,115458.89,2,385,1,0,1,6,8,0,4,78,78,46,32,High Risk,1.66,2.94
83,0,116744.51,3,1,1,18594.39,0,8,114575.27,0,812,3,0,0,6,3,0,4,89,75,72,3,Medium Risk,1.03,0.98
55,0,11274.15,4,0,0,213153.24,0,8,132786.23,2,411,2,0,0,10,5,1,2,59,84,52,32,High Risk,1.58,11.78
56,1,72483.87,2,3,1,160785.3,1,6,234542.25,0,704,0,2,0,7,1,0,0,9,69,66,3,Medium Risk,1.03,3.24
81,1,157694.33,2,3,2,134491.0,3,6,168718.77,3,811,1,1,1,6,5,0,0,34,34,97,-63,Low Risk,0.35,1.07
18,0,91011.36,3,2,2,175261.15,3,3,100984.1,2,350,2,0,0,5,5,1,2,90,79,52,27,High Risk,1.49,1.11
51,1,244978.85,3,3,2,144606.2,3,8,19512.52,3,344,0,2,1,7,4,1,3,96,37,94,-57,Low Risk,0.39,0.08
27,1,78592.2,2,3,2,172877.49,0,8,153248.26,3,840,1,1,1,9,4,0,1,26,72,79,-7,Medium Risk,0.9,1.95
74,1,142836.01,4,3,1,121964.19,2,1,156130.33,1,753,3,0,0,7,4,1,3,20,41,95,-54,Low Risk,0.43,1.09
54,0,239846.96,2,0,3,189047.24,3,6,43382.94,0,593,0,1,0,3,5,1,4,85,44,69,-25,Low Risk,0.63,0.18
20,5,64945.17,4,3,0,146801.17,3,2,120659.17,1,565,1,0,0,4,0,1,4,89,59,54,5,Medium Risk,1.07,1.86
31,0,93891.42,1,2,2,223530.69,2,2,27984.41,1,776,0,0,1,1,5,1,1,80,38,70,-32,Low Risk,0.54,0.3
35,1,82163.58,3,1,2,55775.88,3,7,103784.8,0,609,1,1,1,2,2,1,0,31,38,52,-14,Low Risk,0.72,1.26
49,0,79679.95,3,1,0,34527.46,1,9,67570.71,3,674,2,1,1,6,4,1,2,95,43,66,-23,Low Risk,0.64,0.85
59,1,152133.84,2,2,1,228992.86,2,10,68476.5,1,319,1,0,0,5,9,0,2,40,76,66,10,Medium Risk,1.13,0.45
54,1,246735.06,2,2,1,159622.36,2,9,246329.58,2,793,0,2,0,1,0,0,0,98,74,83,-9,Medium Risk,0.88,1.0
70,0,23922.06,2,3,2,240150.81,3,3,241274.15,0,437,0,1,0,1,1,1,4,8,70,52,18,Medium Risk,1.32,10.09
57,0,81777.49,2,1,3,132844.53,3,10,191966.66,0,740,2,1,1,5,3,1,1,50,45,73,-28,Low Risk,0.61,2.35
45,1,150422.14,4,0,0,74934.83,3,8,232439.57,1,357,2,0,0,4,6,0,1,40,82,63,19,Medium Risk,1.28,1.55
80,1,161525.1,4,1,2,95644.4,1,7,12828.56,0,584,3,1,1,2,0,1,3,21,36,74,-38,Low Risk,0.48,0.08
65,1,115208.25,1,3,2,41505.13,3,1,216126.97,0,574,0,2,1,2,3,0,2,65,63,52,11,Medium Risk,1.19,1.88
38,0,127147.24,2,3,1,167882.99,3,2,6378.26,0,625,1,2,0,2,5,1,2,56,36,70,-34,Low Risk,0.51,0.05
41,0,247911.41,2,1,3,38503.34,3,10,220048.71,2,801,3,2,1,3,0,1,1,98,50,94,-44,Low Risk,0.53,0.89
51,0,62343.64,1,1,0,44032.49,0,8,100864.89,3,737,2,0,1,9,10,1,4,91,64,61,3,Medium Risk,1.03,1.62
40,0,66906.24,3,3,2,169377.02,2,8,205711.21,1,824,0,1,1,4,1,1,2,42,49,91,-42,Low Risk,0.53,3.07
38,0,28247.4,4,1,1,34037.02,1,3,65913.33,3,725,3,2,0,1,1,1,2,2,53,63,-10,Low Risk,0.83,2.33
37,1,200455.82,2,2,2,8944.12,2,2,92412.6,2,314,3,0,1,10,8,0,0,9,62,61,1,Medium Risk,1.0,0.46
64,1,98975.73,1,0,0,94908.32,1,9,190666.58,3,415,1,0,1,6,9,1,3,38,70,50,20,Medium Risk,1.37,1.93
65,6,112858.47,1,3,0,101958.95,0,2,58483.29,0,504,2,1,0,7,7,1,4,48,66,55,11,Medium Risk,1.18,0.52
75,0,63800.71,1,3,3,16563.61,1,2,165321.97,2,460,2,0,1,10,8,1,2,12,67,52,15,Medium Risk,1.26,2.59
57,0,203283.4,4,0,0,102471.56,1,2,61896.52,1,423,1,0,0,7,9,1,3,51,63,70,-7,Medium Risk,0.89,0.3
46,1,135280.84,1,3,2,240064.41,2,6,137151.62,1,600,0,1,1,1,3,0,1,49,48,64,-16,Low Risk,0.74,1.01
28,1,236733.34,3,1,0,218728.2,1,9,93167.31,0,436,3,2,1,9,0,1,2,26,54,80,-26,Low Risk,0.67,0.39
47,0,111790.54,2,0,0,194503.08,2,7,178658.52,3,765,2,0,1,10,3,1,2,83,34,90,-56,Low Risk,0.37,1.6
68,1,161912.11,3,0,1,163014.59,1,2,16246.71,0,309,3,1,1,3,5,0,2,24,51,68,-17,Low Risk,0.74,0.1
82,1,85654.66,2,0,3,113161.73,2,4,195047.21,1,768,0,0,1,4,7,0,0,0,47,69,-22,Low Risk,0.67,2.28
71,0,138286.15,2,0,1,218034.03,0,5,165027.59,3,321,2,0,1,7,2,0,2,74,88,58,30,High Risk,1.49,1.19
70,0,43557.2,3,2,3,70257.53,2,8,184430.56,3,502,0,0,1,8,8,1,4,44,71,61,10,Medium Risk,1.15,4.23
33,0,104578.41,4,2,1,221770.37,1,3,36156.79,0,802,2,0,1,2,2,1,2,3,46,87,-41,Low Risk,0.52,0.35
63,0,229587.65,2,3,1,75289.51,0,6,53856.64,3,630,2,1,0,0,3,1,4,5,66,72,-6,Medium Risk,0.9,0.23
41,0,75822.46,1,1,1,150517.07,0,9,118059.78,3,362,0,1,0,0,10,0,2,77,100,38,62,High Risk,2.56,1.56
28,0,165801.66,3,0,2,11905.53,0,10,213199.13,0,433,0,2,1,7,10,0,2,27,100,45,55,High Risk,2.17,1.29
40,0,134697.36,4,1,2,9393.94,3,8,199011.91,1,305,3,2,1,5,6,0,4,95,75,61,14,Medium Risk,1.21,1.48
53,0,139242.89,4,0,3,235709.29,1,10,11120.55,3,822,1,2,1,9,7,0,3,34,49,100,-51,Low Risk,0.49,0.08
80,0,123895.09,3,3,0,216878.26,1,6,144720.83,2,347,3,0,0,10,9,0,3,19,73,74,-1,Medium Risk,0.97,1.17
74,1,107950.42,1,2,3,32015.65,3,4,49311.43,0,704,3,0,1,9,7,0,3,6,29,72,-43,Low Risk,0.4,0.46
69,0,207319.1,1,3,0,128718.8,2,2,43339.27,0,699,0,2,1,5,3,0,4,76,20,85,-65,Low Risk,0.23,0.21
37,1,92180.66,2,2,2,224011.67,0,10,42540.69,3,351,2,0,1,6,9,0,3,38,87,51,36,High Risk,1.67,0.46
84,1,203972.2,1,0,1,21996.43,2,7,43685.7,1,705,0,2,1,6,4,1,2,76,20,89,-69,Low Risk,0.22,0.21
45,0,177897.8,1,2,0,58938.11,1,2,249192.6,3,464,0,1,0,4,5,0,0,3,89,46,43,High Risk,1.89,1.4
43,1,224615.97,1,2,0,75360.11,0,9,160737.44,3,438,1,0,1,6,1,1,2,87,82,56,26,High Risk,1.44,0.72
79,0,184470.41,3,2,2,144317.56,2,3,64620.4,3,715,2,0,0,3,5,0,0,56,46,86,-40,Low Risk,0.53,0.35
82,0,143382.27,1,1,0,175557.7,2,10,243682.54,1,720,2,1,0,9,1,0,1,90,55,81,-26,Low Risk,0.67,1.7
53,0,139653.6,3,1,2,227502.27,3,4,40215.98,3,797,0,2,1,8,0,1,3,68,18,100,-82,Low Risk,0.18,0.29
35,2,6508.71,4,3,2,172677.89,1,4,56236.21,0,758,0,0,1,0,2,1,4,37,49,68,-19,Low Risk,0.71,8.64
39,6,179835.17,1,2,2,19199.31,0,7,160734.34,0,511,1,0,1,7,6,0,1,96,96,37,59,High Risk,2.53,0.89
78,1,107391.95,2,2,0,12583.8,3,7,124156.93,3,800,3,2,1,1,5,0,0,28,33,79,-46,Low Risk,0.41,1.16
80,1,53242.62,4,0,2,37453.01,0,7,247185.27,3,551,3,0,0,3,0,0,0,31,90,44,46,High Risk,2.0,4.64
54,0,207074.69,3,0,2,124832.98,3,4,217681.95,0,595,0,2,0,6,6,1,2,12,73,71,2,Medium Risk,1.01,1.05
65,0,69380.64,4,1,2,11278.99,2,3,28985.57,1,514,1,0,1,0,7,1,4,69,32,55,-23,Low Risk,0.57,0.42
44,0,157360.63,2,2,3,74887.63,1,2,25.66,3,445,2,2,1,8,8,0,3,29,66,70,-4,Medium Risk,0.93,0.0
35,1,2933.97,3,0,1,146568.51,2,9,248340.06,0,389,2,0,1,5,3,0,0,58,77,44,33,High Risk,1.71,84.61
27,0,17039.13,3,3,0,149229.1,2,9,224062.28,1,410,1,2,1,6,1,0,4,31,64,60,4,Medium Risk,1.05,13.15
64,1,18679.79,3,3,3,90604.1,1,9,18749.22,1,803,1,0,0,10,0,0,3,57,40,76,-36,Low Risk,0.52,1.0
63,0,38655.02,1,0,1,162393.66,0,3,40811.14,2,323,3,1,0,0,6,1,1,75,81,38,43,High Risk,2.08,1.06
28,1,99472.85,1,3,3,43773.5,1,9,68590.87,2,681,1,1,1,7,8,1,0,27,54,55,-1,Medium Risk,0.96,0.69
59,0,241116.77,2,3,3,55359.06,2,7,22495.92,1,723,1,2,1,9,4,1,4,28,17,100,-83,Low Risk,0.17,0.09
48,1,233593.63,3,3,2,43958.85,2,7,10572.42,0,403,0,0,1,10,7,1,1,10,37,79,-42,Low Risk,0.46,0.05
41,0,81236.03,3,0,1,212213.53,0,7,78267.25,1,356,3,2,1,0,4,0,3,69,85,49,36,High Risk,1.7,0.96
85,0,176367.34,3,0,2,229597.12,0,9,143628.15,1,756,1,2,0,6,1,1,2,61,74,84,-10,Low Risk,0.87,0.81
22,0,146613.61,3,3,1,184824.35,3,1,191725.69,2,602,1,1,1,7,1,0,0,20,63,63,0,Medium Risk,0.98,1.31
22,0,132577.92,4,3,1,85213.81,2,9,85737.67,0,847,2,0,0,0,4,1,0,100,51,77,-26,Low Risk,0.65,0.65
39,0,249170.9,4,2,1,59846.49,0,1,101461.57,2,542,2,1,1,2,1,0,1,78,91,60,31,High Risk,1.49,0.41
27,1,156692.25,1,3,3,121439.34,0,1,155292.14,1,593,0,0,0,2,10,0,0,98,100,38,62,High Risk,2.56,0.99
22,5,940.8,4,2,0,130489.08,1,5,171936.16,0,380,1,2,1,9,3,0,2,25,89,48,41,High Risk,1.82,182.56
22,1,50096.44,4,3,3,60112.42,1,1,94245.44,2,536,0,2,1,6,5,1,2,49,63,58,5,Medium Risk,1.07,1.88
56,0,88833.02,3,2,3,169695.83,0,9,161553.12,0,726,3,0,0,3,9,0,4,67,100,59,41,High Risk,1.67,1.82
46,1,100110.26,1,1,3,207605.81,0,8,3560.89,2,649,3,1,0,2,6,0,3,58,75,62,13,Medium Risk,1.19,0.04
66,1,125023.72,4,1,0,184096.19,3,4,28951.77,2,715,1,0,1,10,4,0,3,47,9,90,-81,Low Risk,0.1,0.23
28,0,76374.93,1,0,0,27981.29,0,4,12449.09,2,586,2,0,0,0,8,0,4,96,82,35,47,High Risk,2.28,0.16
62,0,248739.77,4,3,1,167005.06,3,9,179208.66,0,551,2,0,1,4,5,0,1,56,55,76,-21,Low Risk,0.71,0.72
61,0,103887.35,3,2,2,191034.31,0,2,130705.56,0,454,0,0,1,4,0,0,4,73,88,44,44,High Risk,1.96,1.26
65,1,165008.25,2,1,0,160922.81,3,2,248763.63,2,683,0,2,1,0,1,1,0,8,39,71,-32,Low Risk,0.54,1.51
30,1,28484.21,4,2,0,164886.05,0,9,176673.3,0,715,1,2,1,3,8,1,1,18,81,58,23,High Risk,1.37,6.2
77,1,49106.6,2,0,1,142327.09,0,7,226120.75,3,674,3,2,0,8,2,0,1,17,84,65,19,Medium Risk,1.27,4.6
39,0,126485.89,4,2,1,129019.79,3,1,87842.76,3,843,3,0,0,10,4,0,4,78,52,95,-43,Low Risk,0.54,0.69
55,3,25791.32,1,2,0,209243.02,2,5,7037.44,0,669,3,0,0,5,5,0,4,13,39,64,-25,Low Risk,0.6,0.27
63,1,31220.23,1,2,0,183525.67,0,3,78543.86,3,849,3,0,1,9,6,0,2,76,53,70,-17,Low Risk,0.75,2.52
29,0,130284.11,2,1,1,80272.39,3,1,204527.77,0,790,1,2,0,2,10,1,3,77,71,68,3,Medium Risk,1.03,1.57
61,1,237940.27,1,0,0,9633.52,3,10,28474.02,2,364,2,0,0,1,6,0,0,72,58,55,3,Medium Risk,1.04,0.12
22,1,5335.27,1,2,2,28244.55,1,4,234358.66,2,607,3,2,1,8,5,1,3,10,74,50,24,High Risk,1.45,43.92
72,1,126499.68,4,2,3,238563.57,3,2,114247.44,0,567,3,1,0,7,0,1,2,78,52,71,-19,Low Risk,0.72,0.9
53,1,124551.37,1,3,2,26629.19,0,1,30614.24,1,656,0,0,0,5,3,0,1,62,64,54,10,Medium Risk,1.16,0.25
37,4,249445.99,4,3,2,204298.32,0,3,48547.88,3,376,2,1,1,3,1,0,3,14,72,80,-8,Medium Risk,0.89,0.19
79,0,131003.65,3,3,2,138076.41,2,9,138204.7,1,582,0,0,1,8,4,1,1,26,46,76,-30,Low Risk,0.6,1.05
83,0,246440.85,3,0,2,137522.45,1,7,109172.03,3,495,1,1,0,0,6,0,0,29,83,64,19,Medium Risk,1.28,0.44
66,0,84960.41,1,1,3,46154.2,1,2,207965.18,3,674,1,0,0,9,2,0,3,70,70,55,15,Medium Risk,1.25,2.45
28,4,84278.64,3,1,0,136537.45,2,5,232356.71,0,815,3,1,0,7,4,0,0,44,58,79,-21,Low Risk,0.72,2.76
53,1,193526.25,3,1,0,7327.28,2,6,198306.56,2,628,3,0,1,0,2,1,3,14,32,68,-36,Low Risk,0.46,1.02
27,0,178894.81,3,0,3,148751.41,0,6,166704.48,2,477,3,2,0,8,2,0,2,4,100,64,36,High Risk,1.54,0.93
76,1,68872.65,3,3,3,47937.59,1,8,139509.04,3,672,1,1,0,8,0,0,0,90,59,67,-8,Medium Risk,0.87,2.03
78,1,9035.21,3,2,0,121890.57,1,4,120712.15,1,379,2,2,0,10,4,0,3,89,70,57,13,Medium Risk,1.21,13.36
20,1,157439.06,4,0,3,231347.63,3,5,206959.51,0,699,1,0,0,10,4,0,2,6,74,74,0,Medium Risk,0.99,1.31
53,1,178316.42,3,2,2,79665.88,1,6,204005.45,2,720,2,0,1,0,6,1,1,95,66,74,-8,Medium Risk,0.88,1.14
39,1,100869.62,2,0,2,198605.46,0,2,107076.85,1,599,3,1,1,4,4,0,4,12,76,49,27,High Risk,1.52,1.06
18,0,21935.28,1,3,2,164504.37,3,1,24013.45,2,612,1,0,0,5,5,0,0,86,52,42,10,Medium Risk,1.21,1.09
26,0,154494.01,2,3,1,169736.57,2,9,18191.56,0,475,3,1,1,1,3,1,1,33,45,76,-31,Low Risk,0.58,0.12
66,0,152842.4,1,2,1,133000.01,3,9,46254.41,2,472,2,2,0,6,6,0,3,55,63,75,-12,Low Risk,0.83,0.3
80,0,32378.24,4,0,0,234968.66,2,10,236475.17,3,384,3,2,1,6,7,0,3,18,72,73,-1,Medium Risk,0.97,7.3
56,0,217336.75,2,3,2,88235.39,3,9,225440.71,2,629,0,1,0,9,3,1,1,11,61,80,-19,Low Risk,0.75,1.04
52,0,32502.06,3,1,1,215994.44,3,7,135004.94,3,516,0,1,1,10,2,1,3,71,45,65,-20,Low Risk,0.68,4.15
63,1,227093.15,4,0,1,238800.02,1,4,219606.9,1,548,1,2,0,7,10,1,3,62,80,74,6,Medium Risk,1.07,0.97
35,1,42058.95,2,1,0,103735.54,2,5,216003.6,3,355,1,1,0,10,8,0,1,54,72,57,15,Medium Risk,1.24,5.14
28,0,141983.73,2,1,1,42975.56,3,9,163725.41,2,830,1,1,1,3,2,1,2,10,50,78,-28,Low Risk,0.63,1.15
49,0,83945.44,4,2,0,9791.58,3,5,129498.02,3,326,3,2,1,2,2,1,0,30,56,57,-1,Medium Risk,0.97,1.54
48,0,78632.21,3,3,2,61583.27,1,10,72290.19,3,374,3,0,1,8,9,0,1,41,73,62,11,Medium Risk,1.16,0.92
20,3,1742.46,3,2,3,194154.4,0,1,230843.8,1,416,2,1,1,8,9,1,2,62,100,44,56,High Risk,2.22,132.41
37,1,31379.52,1,1,3,204301.61,3,5,240129.19,0,838,1,2,0,6,7,1,0,64,51,68,-17,Low Risk,0.74,7.65
44,1,23312.4,4,1,3,79293.32,1,4,131737.74,0,816,3,1,1,1,3,1,4,80,44,72,-28,Low Risk,0.6,5.65
28,1,67212.19,2,1,2,166551.39,2,8,142425.98,3,832,0,0,0,9,4,1,0,13,54,76,-22,Low Risk,0.7,2.12
21,1,111152.88,1,2,1,165156.9,2,10,247572.8,1,547,2,0,0,4,10,1,2,59,92,51,41,High Risk,1.77,2.23
72,0,145681.85,1,1,2,17319.6,0,9,10632.35,1,407,1,1,1,3,9,1,4,49,68,49,19,Medium Risk,1.36,0.07
71,0,218852.94,3,3,0,230623.57,3,10,82957.27,0,499,2,1,1,5,3,0,0,38,37,80,-43,Low Risk,0.46,0.38
28,0,152157.92,2,3,1,113301.95,2,4,73334.68,3,728,0,1,0,1,7,1,1,53,54,83,-29,Low Risk,0.64,0.48
62,0,111488.5,1,3,1,218049.26,3,10,58898.24,2,664,2,1,0,7,10,1,3,67,47,82,-35,Low Risk,0.57,0.53
26,1,240891.75,4,0,3,41068.26,2,9,23391.83,0,533,1,0,1,2,1,0,2,54,53,65,-12,Low Risk,0.8,0.1
20,0,104005.54,3,1,3,67822.3,2,4,126964.26,1,778,2,0,1,4,3,1,1,100,42,78,-36,Low Risk,0.53,1.22
58,0,117232.37,3,3,0,127399.47,0,3,219851.17,0,449,1,2,1,2,9,0,2,62,89,56,33,High Risk,1.56,1.88
45,0,112214.67,2,0,3,170588.28,0,7,79558.86,2,844,0,0,0,2,6,0,1,14,82,68,14,Medium Risk,1.19,0.71
76,0,105071.77,4,2,1,232268.06,3,1,413.07,0,689,3,2,1,0,4,1,0,32,34,83,-49,Low Risk,0.4,0.0
24,1,100551.99,4,1,0,43968.6,1,10,96234.39,0,834,0,1,0,9,5,1,4,74,56,74,-18,Low Risk,0.75,0.96
67,0,246394.28,3,3,0,41500.55,1,10,220573.52,2,323,1,2,1,6,4,1,3,94,64,77,-13,Low Risk,0.82,0.9
72,1,204610.71,4,3,2,46390.94,3,6,14118.18,1,603,2,1,1,1,1,1,1,24,18,89,-71,Low Risk,0.2,0.07
81,1,19282.89,4,0,3,203778.22,0,8,23334.86,0,847,2,2,0,7,1,0,3,85,61,78,-17,Low Risk,0.77,1.21
18,1,148044.04,2,1,1,35425.35,3,1,26986.69,0,719,0,1,0,6,3,1,2,86,43,66,-23,Low Risk,0.64,0.18
28,0,249190.5,1,1,0,192846.08,0,4,172952.19,0,781,1,2,1,2,3,1,1,39,63,72,-9,Medium Risk,0.86,0.69
27,0,211044.03,2,0,2,164010.18,0,1,144121.77,0,562,2,1,0,6,7,0,4,64,100,53,47,High Risk,1.85,0.68
73,0,96987.08,4,1,0,50448.99,2,7,90935.09,2,471,1,0,1,5,1,1,4,82,28,64,-36,Low Risk,0.43,0.94
75,1,132766.03,3,0,0,141331.14,0,8,35203.06,1,379,3,2,0,9,7,0,2,69,77,69,8,Medium Risk,1.1,0.27
51,1,46299.48,2,1,1,216705.81,3,2,131553.77,3,787,1,0,0,1,3,1,2,73,38,66,-28,Low Risk,0.57,2.84
57,1,86072.06,2,3,3,87050.12,0,1,6381.18,3,623,1,0,1,8,2,0,2,2,51,61,-10,Low Risk,0.82,0.07
77,1,125270.99,3,1,2,161142.28,1,2,34444.83,1,809,1,2,0,10,9,1,4,93,36,93,-57,Low Risk,0.38,0.27
19,2,138242.1,2,2,0,96036.67,2,4,190336.25,2,346,1,1,1,3,10,1,0,5,78,51,27,High Risk,1.5,1.38
67,1,92101.1,1,3,2,174640.14,2,1,114456.49,0,411,0,2,1,3,3,0,2,42,53,55,-2,Medium Risk,0.95,1.24
70,1,191152.5,2,1,0,207596.03,3,10,22101.78,3,582,1,2,1,1,1,0,4,13,30,76,-46,Low Risk,0.39,0.12
64,7,126027.08,3,3,2,71492.15,3,10,183170.67,1,543,0,1,0,2,2,1,2,14,70,62,8,Medium Risk,1.11,1.45
82,1,19723.67,4,3,3,117786.4,2,1,132464.21,1,708,2,0,1,6,5,1,4,86,30,82,-52,Low Risk,0.36,6.72
47,0,33134.65,1,0,0,164891.71,2,7,70024.35,0,814,0,2,0,3,3,1,1,63,35,68,-33,Low Risk,0.51,2.11
26,0,70212.5,4,3,1,3463.08,2,8,227586.4,2,569,2,1,1,3,7,1,0,34,66,55,11,Medium Risk,1.18,3.24
64,0,163720.8,3,3,2,140272.59,3,2,49801.33,1,525,1,1,0,3,7,0,2,25,45,72,-27,Low Risk,0.62,0.3
72,0,175140.89,2,1,0,153710.82,0,2,17530.98,2,303,0,2,0,10,1,0,1,79,68,67,1,Medium Risk,1.0,0.1
49,0,6504.45,3,3,1,37769.53,2,4,49001.38,2,350,0,0,0,3,6,0,0,24,60,43,17,Medium Risk,1.36,7.53
18,1,7643.49,4,1,1,161654.12,1,3,246739.07,0,528,0,1,1,4,3,0,1,79,82,41,41,High Risk,1.95,32.28
27,1,188099.81,3,1,1,98492.52,3,1,106089.33,3,544,2,1,1,1,7,0,4,34,63,61,2,Medium Risk,1.02,0.56
67,3,142261.32,3,2,0,171104.39,1,5,245980.74,2,437,1,2,0,3,1,0,2,11,84,61,23,High Risk,1.35,1.73
41,1,216187.05,1,2,3,100031.15,3,3,131786.44,1,364,3,1,1,3,8,0,3,32,69,64,5,Medium Risk,1.06,0.61
79,0,69615.96,2,3,1,222032.41,0,8,234608.49,3,794,0,0,0,1,5,1,1,79,82,70,12,Medium Risk,1.15,3.37
38,0,12059.04,3,0,3,150356.53,1,2,167924.73,2,664,3,1,1,3,10,0,4,47,73,57,16,Medium Risk,1.26,13.92
22,0,129460.87,4,2,2,222738.79,1,10,141358.66,3,459,2,0,1,8,0,1,2,98,86,67,19,Medium Risk,1.26,1.09
